DrugDDI.d0.s0.e0	DrugDDI.d0.s0.e1	0
DrugDDI.d465.s4.e3	DrugDDI.d465.s4.e5	0
DrugDDI.d465.s4.e3	DrugDDI.d465.s4.e6	0
DrugDDI.d465.s4.e4	DrugDDI.d465.s4.e5	0
DrugDDI.d465.s4.e4	DrugDDI.d465.s4.e6	0
DrugDDI.d465.s4.e5	DrugDDI.d465.s4.e6	0
DrugDDI.d465.s5.e0	DrugDDI.d465.s5.e1	0
DrugDDI.d465.s5.e0	DrugDDI.d465.s5.e2	0
DrugDDI.d465.s5.e0	DrugDDI.d465.s5.e3	0
DrugDDI.d465.s5.e0	DrugDDI.d465.s5.e4	0
DrugDDI.d465.s5.e0	DrugDDI.d465.s5.e5	0
DrugDDI.d465.s5.e0	DrugDDI.d465.s5.e6	0
DrugDDI.d465.s5.e0	DrugDDI.d465.s5.e7	0
DrugDDI.d465.s5.e0	DrugDDI.d465.s5.e8	0
DrugDDI.d465.s5.e1	DrugDDI.d465.s5.e2	0
DrugDDI.d465.s5.e1	DrugDDI.d465.s5.e3	0
DrugDDI.d465.s5.e1	DrugDDI.d465.s5.e4	0
DrugDDI.d465.s5.e1	DrugDDI.d465.s5.e5	0
DrugDDI.d465.s5.e1	DrugDDI.d465.s5.e6	0
DrugDDI.d465.s5.e1	DrugDDI.d465.s5.e7	0
DrugDDI.d465.s5.e1	DrugDDI.d465.s5.e8	0
DrugDDI.d465.s5.e2	DrugDDI.d465.s5.e3	0
DrugDDI.d465.s5.e2	DrugDDI.d465.s5.e4	0
DrugDDI.d465.s5.e2	DrugDDI.d465.s5.e5	0
DrugDDI.d465.s5.e2	DrugDDI.d465.s5.e6	0
DrugDDI.d465.s5.e2	DrugDDI.d465.s5.e7	0
DrugDDI.d465.s5.e2	DrugDDI.d465.s5.e8	0
DrugDDI.d465.s5.e3	DrugDDI.d465.s5.e4	0
DrugDDI.d465.s5.e3	DrugDDI.d465.s5.e5	0
DrugDDI.d465.s5.e3	DrugDDI.d465.s5.e6	0
DrugDDI.d465.s5.e3	DrugDDI.d465.s5.e7	0
DrugDDI.d465.s5.e3	DrugDDI.d465.s5.e8	0
DrugDDI.d465.s5.e4	DrugDDI.d465.s5.e5	0
DrugDDI.d465.s5.e4	DrugDDI.d465.s5.e6	0
DrugDDI.d465.s5.e4	DrugDDI.d465.s5.e7	0
DrugDDI.d465.s5.e4	DrugDDI.d465.s5.e8	0
DrugDDI.d465.s5.e5	DrugDDI.d465.s5.e6	0
DrugDDI.d465.s5.e5	DrugDDI.d465.s5.e7	0
DrugDDI.d465.s5.e5	DrugDDI.d465.s5.e8	0
DrugDDI.d465.s5.e6	DrugDDI.d465.s5.e7	0
DrugDDI.d465.s5.e6	DrugDDI.d465.s5.e8	0
DrugDDI.d465.s5.e7	DrugDDI.d465.s5.e8	0
DrugDDI.d465.s6.e0	DrugDDI.d465.s6.e1	0
DrugDDI.d465.s6.e0	DrugDDI.d465.s6.e2	0
DrugDDI.d465.s6.e0	DrugDDI.d465.s6.e3	0
DrugDDI.d465.s6.e0	DrugDDI.d465.s6.e4	0
DrugDDI.d465.s6.e0	DrugDDI.d465.s6.e5	0
DrugDDI.d465.s6.e0	DrugDDI.d465.s6.e6	0
DrugDDI.d465.s6.e1	DrugDDI.d465.s6.e2	0
DrugDDI.d465.s6.e1	DrugDDI.d465.s6.e3	0
DrugDDI.d465.s6.e1	DrugDDI.d465.s6.e4	0
DrugDDI.d465.s6.e1	DrugDDI.d465.s6.e5	0
DrugDDI.d465.s6.e1	DrugDDI.d465.s6.e6	0
DrugDDI.d465.s6.e2	DrugDDI.d465.s6.e3	0
DrugDDI.d465.s6.e2	DrugDDI.d465.s6.e4	0
DrugDDI.d465.s6.e2	DrugDDI.d465.s6.e5	0
DrugDDI.d465.s6.e2	DrugDDI.d465.s6.e6	0
DrugDDI.d465.s6.e3	DrugDDI.d465.s6.e4	0
DrugDDI.d465.s6.e3	DrugDDI.d465.s6.e5	0
DrugDDI.d465.s6.e3	DrugDDI.d465.s6.e6	0
DrugDDI.d465.s6.e4	DrugDDI.d465.s6.e5	0
DrugDDI.d465.s6.e4	DrugDDI.d465.s6.e6	0
DrugDDI.d465.s6.e5	DrugDDI.d465.s6.e6	0
DrugDDI.d465.s7.e0	DrugDDI.d465.s7.e1	0
DrugDDI.d465.s7.e0	DrugDDI.d465.s7.e2	0
DrugDDI.d465.s7.e0	DrugDDI.d465.s7.e3	0
DrugDDI.d465.s7.e0	DrugDDI.d465.s7.e4	0
DrugDDI.d465.s7.e0	DrugDDI.d465.s7.e5	0
DrugDDI.d465.s7.e0	DrugDDI.d465.s7.e6	0
DrugDDI.d465.s7.e0	DrugDDI.d465.s7.e7	0
DrugDDI.d465.s7.e0	DrugDDI.d465.s7.e8	0
DrugDDI.d465.s7.e1	DrugDDI.d465.s7.e2	0
DrugDDI.d465.s7.e1	DrugDDI.d465.s7.e3	0
DrugDDI.d465.s7.e1	DrugDDI.d465.s7.e4	0
DrugDDI.d465.s7.e1	DrugDDI.d465.s7.e5	0
DrugDDI.d465.s7.e1	DrugDDI.d465.s7.e6	0
DrugDDI.d465.s7.e1	DrugDDI.d465.s7.e7	0
DrugDDI.d465.s7.e1	DrugDDI.d465.s7.e8	0
DrugDDI.d465.s7.e2	DrugDDI.d465.s7.e3	0
DrugDDI.d465.s7.e2	DrugDDI.d465.s7.e4	0
DrugDDI.d465.s7.e2	DrugDDI.d465.s7.e5	0
DrugDDI.d465.s7.e2	DrugDDI.d465.s7.e6	0
DrugDDI.d465.s7.e2	DrugDDI.d465.s7.e7	0
DrugDDI.d465.s7.e2	DrugDDI.d465.s7.e8	0
DrugDDI.d465.s7.e3	DrugDDI.d465.s7.e4	0
DrugDDI.d465.s7.e3	DrugDDI.d465.s7.e5	0
DrugDDI.d465.s7.e3	DrugDDI.d465.s7.e6	0
DrugDDI.d465.s7.e3	DrugDDI.d465.s7.e7	0
DrugDDI.d465.s7.e3	DrugDDI.d465.s7.e8	0
DrugDDI.d465.s7.e4	DrugDDI.d465.s7.e5	0
DrugDDI.d465.s7.e4	DrugDDI.d465.s7.e6	0
DrugDDI.d465.s7.e4	DrugDDI.d465.s7.e7	0
DrugDDI.d465.s7.e4	DrugDDI.d465.s7.e8	0
DrugDDI.d465.s7.e5	DrugDDI.d465.s7.e6	0
DrugDDI.d465.s7.e5	DrugDDI.d465.s7.e7	0
DrugDDI.d465.s7.e5	DrugDDI.d465.s7.e8	0
DrugDDI.d465.s7.e6	DrugDDI.d465.s7.e7	0
DrugDDI.d465.s7.e6	DrugDDI.d465.s7.e8	0
DrugDDI.d465.s7.e7	DrugDDI.d465.s7.e8	0
DrugDDI.d465.s8.e0	DrugDDI.d465.s8.e1	0
DrugDDI.d465.s8.e0	DrugDDI.d465.s8.e2	0
DrugDDI.d465.s8.e0	DrugDDI.d465.s8.e3	0
DrugDDI.d465.s8.e0	DrugDDI.d465.s8.e4	0
DrugDDI.d465.s8.e0	DrugDDI.d465.s8.e5	0
DrugDDI.d465.s8.e0	DrugDDI.d465.s8.e6	0
DrugDDI.d465.s8.e0	DrugDDI.d465.s8.e7	0
DrugDDI.d465.s8.e0	DrugDDI.d465.s8.e8	0
DrugDDI.d465.s8.e0	DrugDDI.d465.s8.e9	0
DrugDDI.d465.s8.e1	DrugDDI.d465.s8.e2	0
DrugDDI.d465.s8.e1	DrugDDI.d465.s8.e3	0
DrugDDI.d465.s8.e1	DrugDDI.d465.s8.e4	0
DrugDDI.d465.s8.e1	DrugDDI.d465.s8.e5	0
DrugDDI.d465.s8.e1	DrugDDI.d465.s8.e6	0
DrugDDI.d465.s8.e1	DrugDDI.d465.s8.e7	0
DrugDDI.d465.s8.e1	DrugDDI.d465.s8.e8	0
DrugDDI.d465.s8.e1	DrugDDI.d465.s8.e9	0
DrugDDI.d465.s8.e2	DrugDDI.d465.s8.e3	0
DrugDDI.d465.s8.e2	DrugDDI.d465.s8.e4	0
DrugDDI.d465.s8.e2	DrugDDI.d465.s8.e5	0
DrugDDI.d465.s8.e2	DrugDDI.d465.s8.e6	0
DrugDDI.d465.s8.e2	DrugDDI.d465.s8.e7	0
DrugDDI.d465.s8.e2	DrugDDI.d465.s8.e8	0
DrugDDI.d465.s8.e2	DrugDDI.d465.s8.e9	0
DrugDDI.d465.s8.e3	DrugDDI.d465.s8.e4	0
DrugDDI.d465.s8.e3	DrugDDI.d465.s8.e5	0
DrugDDI.d465.s8.e3	DrugDDI.d465.s8.e6	0
DrugDDI.d465.s8.e3	DrugDDI.d465.s8.e7	0
DrugDDI.d465.s8.e3	DrugDDI.d465.s8.e8	0
DrugDDI.d465.s8.e3	DrugDDI.d465.s8.e9	0
DrugDDI.d465.s8.e4	DrugDDI.d465.s8.e5	0
DrugDDI.d465.s8.e4	DrugDDI.d465.s8.e6	0
DrugDDI.d465.s8.e4	DrugDDI.d465.s8.e7	0
DrugDDI.d465.s8.e4	DrugDDI.d465.s8.e8	0
DrugDDI.d465.s8.e4	DrugDDI.d465.s8.e9	0
DrugDDI.d465.s8.e5	DrugDDI.d465.s8.e6	0
DrugDDI.d465.s8.e5	DrugDDI.d465.s8.e7	0
DrugDDI.d465.s8.e5	DrugDDI.d465.s8.e8	0
DrugDDI.d465.s8.e5	DrugDDI.d465.s8.e9	0
DrugDDI.d465.s8.e6	DrugDDI.d465.s8.e7	0
DrugDDI.d465.s8.e6	DrugDDI.d465.s8.e8	0
DrugDDI.d465.s8.e6	DrugDDI.d465.s8.e9	0
DrugDDI.d465.s8.e7	DrugDDI.d465.s8.e8	0
DrugDDI.d465.s8.e7	DrugDDI.d465.s8.e9	0
DrugDDI.d465.s8.e8	DrugDDI.d465.s8.e9	0
DrugDDI.d465.s9.e0	DrugDDI.d465.s9.e1	0
DrugDDI.d465.s10.e0	DrugDDI.d465.s10.e1	0
DrugDDI.d465.s11.e0	DrugDDI.d465.s11.e1	0
DrugDDI.d465.s11.e0	DrugDDI.d465.s11.e2	0
DrugDDI.d465.s11.e1	DrugDDI.d465.s11.e2	0
DrugDDI.d465.s14.e0	DrugDDI.d465.s14.e1	1
DrugDDI.d466.s0.e0	DrugDDI.d466.s0.e1	0
DrugDDI.d466.s0.e0	DrugDDI.d466.s0.e2	0
DrugDDI.d466.s0.e1	DrugDDI.d466.s0.e2	0
DrugDDI.d466.s1.e0	DrugDDI.d466.s1.e1	0
DrugDDI.d466.s1.e0	DrugDDI.d466.s1.e2	0
DrugDDI.d466.s1.e0	DrugDDI.d466.s1.e3	0
DrugDDI.d466.s1.e1	DrugDDI.d466.s1.e2	0
DrugDDI.d466.s1.e1	DrugDDI.d466.s1.e3	0
DrugDDI.d466.s1.e2	DrugDDI.d466.s1.e3	0
DrugDDI.d466.s2.e0	DrugDDI.d466.s2.e1	0
DrugDDI.d466.s2.e0	DrugDDI.d466.s2.e2	1
DrugDDI.d466.s2.e1	DrugDDI.d466.s2.e2	0
DrugDDI.d466.s3.e0	DrugDDI.d466.s3.e1	1
DrugDDI.d466.s3.e0	DrugDDI.d466.s3.e2	0
DrugDDI.d466.s3.e1	DrugDDI.d466.s3.e2	0
DrugDDI.d466.s4.e0	DrugDDI.d466.s4.e1	0
DrugDDI.d466.s4.e0	DrugDDI.d466.s4.e2	0
DrugDDI.d466.s4.e0	DrugDDI.d466.s4.e3	0
DrugDDI.d466.s4.e0	DrugDDI.d466.s4.e4	0
DrugDDI.d466.s4.e1	DrugDDI.d466.s4.e2	0
DrugDDI.d466.s4.e1	DrugDDI.d466.s4.e3	0
DrugDDI.d466.s4.e1	DrugDDI.d466.s4.e4	0
DrugDDI.d466.s4.e2	DrugDDI.d466.s4.e3	0
DrugDDI.d466.s4.e2	DrugDDI.d466.s4.e4	0
DrugDDI.d466.s4.e3	DrugDDI.d466.s4.e4	0
DrugDDI.d466.s5.e0	DrugDDI.d466.s5.e1	1
DrugDDI.d466.s5.e0	DrugDDI.d466.s5.e2	0
DrugDDI.d466.s5.e1	DrugDDI.d466.s5.e2	0
DrugDDI.d466.s6.e0	DrugDDI.d466.s6.e1	0
DrugDDI.d466.s7.e0	DrugDDI.d466.s7.e1	0
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e1	1
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e2	0
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e3	0
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e4	0
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e5	0
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e6	0
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e7	0
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e8	0
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e9	0
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e10	0
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e11	0
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e12	0
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e13	0
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e14	0
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e15	0
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e16	0
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e17	0
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e18	0
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e19	0
DrugDDI.d466.s10.e0	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s10.e1	DrugDDI.d466.s10.e2	0
DrugDDI.d466.s10.e1	DrugDDI.d466.s10.e3	0
DrugDDI.d466.s10.e1	DrugDDI.d466.s10.e4	0
DrugDDI.d466.s10.e1	DrugDDI.d466.s10.e5	0
DrugDDI.d466.s10.e1	DrugDDI.d466.s10.e6	0
DrugDDI.d466.s10.e1	DrugDDI.d466.s10.e7	0
DrugDDI.d466.s10.e1	DrugDDI.d466.s10.e8	0
DrugDDI.d466.s10.e1	DrugDDI.d466.s10.e9	0
DrugDDI.d466.s10.e1	DrugDDI.d466.s10.e10	0
DrugDDI.d466.s10.e1	DrugDDI.d466.s10.e11	0
DrugDDI.d466.s10.e1	DrugDDI.d466.s10.e12	0
DrugDDI.d466.s10.e1	DrugDDI.d466.s10.e13	0
DrugDDI.d466.s10.e1	DrugDDI.d466.s10.e14	0
DrugDDI.d466.s10.e1	DrugDDI.d466.s10.e15	0
DrugDDI.d466.s10.e1	DrugDDI.d466.s10.e16	0
DrugDDI.d466.s10.e1	DrugDDI.d466.s10.e17	0
DrugDDI.d466.s10.e1	DrugDDI.d466.s10.e18	0
DrugDDI.d466.s10.e1	DrugDDI.d466.s10.e19	0
DrugDDI.d466.s10.e1	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s10.e2	DrugDDI.d466.s10.e3	0
DrugDDI.d466.s10.e2	DrugDDI.d466.s10.e4	0
DrugDDI.d466.s10.e2	DrugDDI.d466.s10.e5	0
DrugDDI.d466.s10.e2	DrugDDI.d466.s10.e6	0
DrugDDI.d466.s10.e2	DrugDDI.d466.s10.e7	0
DrugDDI.d466.s10.e2	DrugDDI.d466.s10.e8	0
DrugDDI.d466.s10.e2	DrugDDI.d466.s10.e9	0
DrugDDI.d466.s10.e2	DrugDDI.d466.s10.e10	0
DrugDDI.d466.s10.e2	DrugDDI.d466.s10.e11	0
DrugDDI.d466.s10.e2	DrugDDI.d466.s10.e12	0
DrugDDI.d466.s10.e2	DrugDDI.d466.s10.e13	0
DrugDDI.d466.s10.e2	DrugDDI.d466.s10.e14	0
DrugDDI.d466.s10.e2	DrugDDI.d466.s10.e15	0
DrugDDI.d466.s10.e2	DrugDDI.d466.s10.e16	0
DrugDDI.d466.s10.e2	DrugDDI.d466.s10.e17	0
DrugDDI.d466.s10.e2	DrugDDI.d466.s10.e18	0
DrugDDI.d466.s10.e2	DrugDDI.d466.s10.e19	0
DrugDDI.d466.s10.e2	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s10.e3	DrugDDI.d466.s10.e4	0
DrugDDI.d466.s10.e3	DrugDDI.d466.s10.e5	0
DrugDDI.d466.s10.e3	DrugDDI.d466.s10.e6	0
DrugDDI.d466.s10.e3	DrugDDI.d466.s10.e7	0
DrugDDI.d466.s10.e3	DrugDDI.d466.s10.e8	0
DrugDDI.d466.s10.e3	DrugDDI.d466.s10.e9	0
DrugDDI.d466.s10.e3	DrugDDI.d466.s10.e10	0
DrugDDI.d466.s10.e3	DrugDDI.d466.s10.e11	0
DrugDDI.d466.s10.e3	DrugDDI.d466.s10.e12	0
DrugDDI.d466.s10.e3	DrugDDI.d466.s10.e13	0
DrugDDI.d466.s10.e3	DrugDDI.d466.s10.e14	0
DrugDDI.d466.s10.e3	DrugDDI.d466.s10.e15	0
DrugDDI.d466.s10.e3	DrugDDI.d466.s10.e16	0
DrugDDI.d466.s10.e3	DrugDDI.d466.s10.e17	0
DrugDDI.d466.s10.e3	DrugDDI.d466.s10.e18	0
DrugDDI.d466.s10.e3	DrugDDI.d466.s10.e19	0
DrugDDI.d466.s10.e3	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s10.e4	DrugDDI.d466.s10.e5	0
DrugDDI.d466.s10.e4	DrugDDI.d466.s10.e6	0
DrugDDI.d466.s10.e4	DrugDDI.d466.s10.e7	0
DrugDDI.d466.s10.e4	DrugDDI.d466.s10.e8	0
DrugDDI.d466.s10.e4	DrugDDI.d466.s10.e9	0
DrugDDI.d466.s10.e4	DrugDDI.d466.s10.e10	0
DrugDDI.d466.s10.e4	DrugDDI.d466.s10.e11	0
DrugDDI.d466.s10.e4	DrugDDI.d466.s10.e12	0
DrugDDI.d466.s10.e4	DrugDDI.d466.s10.e13	0
DrugDDI.d466.s10.e4	DrugDDI.d466.s10.e14	0
DrugDDI.d466.s10.e4	DrugDDI.d466.s10.e15	0
DrugDDI.d466.s10.e4	DrugDDI.d466.s10.e16	0
DrugDDI.d466.s10.e4	DrugDDI.d466.s10.e17	0
DrugDDI.d466.s10.e4	DrugDDI.d466.s10.e18	0
DrugDDI.d466.s10.e4	DrugDDI.d466.s10.e19	0
DrugDDI.d466.s10.e4	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s10.e5	DrugDDI.d466.s10.e6	0
DrugDDI.d466.s10.e5	DrugDDI.d466.s10.e7	0
DrugDDI.d466.s10.e5	DrugDDI.d466.s10.e8	0
DrugDDI.d466.s10.e5	DrugDDI.d466.s10.e9	0
DrugDDI.d466.s10.e5	DrugDDI.d466.s10.e10	0
DrugDDI.d466.s10.e5	DrugDDI.d466.s10.e11	0
DrugDDI.d466.s10.e5	DrugDDI.d466.s10.e12	0
DrugDDI.d466.s10.e5	DrugDDI.d466.s10.e13	0
DrugDDI.d466.s10.e5	DrugDDI.d466.s10.e14	0
DrugDDI.d466.s10.e5	DrugDDI.d466.s10.e15	0
DrugDDI.d466.s10.e5	DrugDDI.d466.s10.e16	0
DrugDDI.d466.s10.e5	DrugDDI.d466.s10.e17	0
DrugDDI.d466.s10.e5	DrugDDI.d466.s10.e18	0
DrugDDI.d466.s10.e5	DrugDDI.d466.s10.e19	0
DrugDDI.d466.s10.e5	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s10.e6	DrugDDI.d466.s10.e7	0
DrugDDI.d466.s10.e6	DrugDDI.d466.s10.e8	0
DrugDDI.d466.s10.e6	DrugDDI.d466.s10.e9	0
DrugDDI.d466.s10.e6	DrugDDI.d466.s10.e10	0
DrugDDI.d466.s10.e6	DrugDDI.d466.s10.e11	0
DrugDDI.d466.s10.e6	DrugDDI.d466.s10.e12	0
DrugDDI.d466.s10.e6	DrugDDI.d466.s10.e13	0
DrugDDI.d466.s10.e6	DrugDDI.d466.s10.e14	0
DrugDDI.d466.s10.e6	DrugDDI.d466.s10.e15	0
DrugDDI.d466.s10.e6	DrugDDI.d466.s10.e16	0
DrugDDI.d466.s10.e6	DrugDDI.d466.s10.e17	0
DrugDDI.d466.s10.e6	DrugDDI.d466.s10.e18	0
DrugDDI.d466.s10.e6	DrugDDI.d466.s10.e19	0
DrugDDI.d466.s10.e6	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s10.e7	DrugDDI.d466.s10.e8	0
DrugDDI.d466.s10.e7	DrugDDI.d466.s10.e9	0
DrugDDI.d466.s10.e7	DrugDDI.d466.s10.e10	0
DrugDDI.d466.s10.e7	DrugDDI.d466.s10.e11	0
DrugDDI.d466.s10.e7	DrugDDI.d466.s10.e12	0
DrugDDI.d466.s10.e7	DrugDDI.d466.s10.e13	0
DrugDDI.d466.s10.e7	DrugDDI.d466.s10.e14	0
DrugDDI.d466.s10.e7	DrugDDI.d466.s10.e15	0
DrugDDI.d466.s10.e7	DrugDDI.d466.s10.e16	0
DrugDDI.d466.s10.e7	DrugDDI.d466.s10.e17	0
DrugDDI.d466.s10.e7	DrugDDI.d466.s10.e18	0
DrugDDI.d466.s10.e7	DrugDDI.d466.s10.e19	0
DrugDDI.d466.s10.e7	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s10.e8	DrugDDI.d466.s10.e9	0
DrugDDI.d466.s10.e8	DrugDDI.d466.s10.e10	0
DrugDDI.d466.s10.e8	DrugDDI.d466.s10.e11	0
DrugDDI.d466.s10.e8	DrugDDI.d466.s10.e12	0
DrugDDI.d466.s10.e8	DrugDDI.d466.s10.e13	0
DrugDDI.d466.s10.e8	DrugDDI.d466.s10.e14	0
DrugDDI.d466.s10.e8	DrugDDI.d466.s10.e15	0
DrugDDI.d466.s10.e8	DrugDDI.d466.s10.e16	0
DrugDDI.d466.s10.e8	DrugDDI.d466.s10.e17	0
DrugDDI.d466.s10.e8	DrugDDI.d466.s10.e18	0
DrugDDI.d466.s10.e8	DrugDDI.d466.s10.e19	0
DrugDDI.d466.s10.e8	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s10.e9	DrugDDI.d466.s10.e10	0
DrugDDI.d466.s10.e9	DrugDDI.d466.s10.e11	0
DrugDDI.d466.s10.e9	DrugDDI.d466.s10.e12	0
DrugDDI.d466.s10.e9	DrugDDI.d466.s10.e13	0
DrugDDI.d466.s10.e9	DrugDDI.d466.s10.e14	0
DrugDDI.d466.s10.e9	DrugDDI.d466.s10.e15	0
DrugDDI.d466.s10.e9	DrugDDI.d466.s10.e16	0
DrugDDI.d466.s10.e9	DrugDDI.d466.s10.e17	0
DrugDDI.d466.s10.e9	DrugDDI.d466.s10.e18	0
DrugDDI.d466.s10.e9	DrugDDI.d466.s10.e19	0
DrugDDI.d466.s10.e9	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s10.e10	DrugDDI.d466.s10.e11	0
DrugDDI.d466.s10.e10	DrugDDI.d466.s10.e12	0
DrugDDI.d466.s10.e10	DrugDDI.d466.s10.e13	0
DrugDDI.d466.s10.e10	DrugDDI.d466.s10.e14	0
DrugDDI.d466.s10.e10	DrugDDI.d466.s10.e15	0
DrugDDI.d466.s10.e10	DrugDDI.d466.s10.e16	0
DrugDDI.d466.s10.e10	DrugDDI.d466.s10.e17	0
DrugDDI.d466.s10.e10	DrugDDI.d466.s10.e18	0
DrugDDI.d466.s10.e10	DrugDDI.d466.s10.e19	0
DrugDDI.d466.s10.e10	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s10.e11	DrugDDI.d466.s10.e12	0
DrugDDI.d466.s10.e11	DrugDDI.d466.s10.e13	0
DrugDDI.d466.s10.e11	DrugDDI.d466.s10.e14	0
DrugDDI.d466.s10.e11	DrugDDI.d466.s10.e15	0
DrugDDI.d466.s10.e11	DrugDDI.d466.s10.e16	0
DrugDDI.d466.s10.e11	DrugDDI.d466.s10.e17	0
DrugDDI.d466.s10.e11	DrugDDI.d466.s10.e18	0
DrugDDI.d466.s10.e11	DrugDDI.d466.s10.e19	0
DrugDDI.d466.s10.e11	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s10.e12	DrugDDI.d466.s10.e13	0
DrugDDI.d466.s10.e12	DrugDDI.d466.s10.e14	0
DrugDDI.d466.s10.e12	DrugDDI.d466.s10.e15	0
DrugDDI.d466.s10.e12	DrugDDI.d466.s10.e16	0
DrugDDI.d466.s10.e12	DrugDDI.d466.s10.e17	0
DrugDDI.d466.s10.e12	DrugDDI.d466.s10.e18	0
DrugDDI.d466.s10.e12	DrugDDI.d466.s10.e19	0
DrugDDI.d466.s10.e12	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s10.e13	DrugDDI.d466.s10.e14	0
DrugDDI.d466.s10.e13	DrugDDI.d466.s10.e15	0
DrugDDI.d466.s10.e13	DrugDDI.d466.s10.e16	0
DrugDDI.d466.s10.e13	DrugDDI.d466.s10.e17	0
DrugDDI.d466.s10.e13	DrugDDI.d466.s10.e18	0
DrugDDI.d466.s10.e13	DrugDDI.d466.s10.e19	0
DrugDDI.d466.s10.e13	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s10.e14	DrugDDI.d466.s10.e15	0
DrugDDI.d466.s10.e14	DrugDDI.d466.s10.e16	0
DrugDDI.d466.s10.e14	DrugDDI.d466.s10.e17	0
DrugDDI.d466.s10.e14	DrugDDI.d466.s10.e18	0
DrugDDI.d466.s10.e14	DrugDDI.d466.s10.e19	0
DrugDDI.d466.s10.e14	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s10.e15	DrugDDI.d466.s10.e16	0
DrugDDI.d466.s10.e15	DrugDDI.d466.s10.e17	0
DrugDDI.d466.s10.e15	DrugDDI.d466.s10.e18	0
DrugDDI.d466.s10.e15	DrugDDI.d466.s10.e19	0
DrugDDI.d466.s10.e15	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s10.e16	DrugDDI.d466.s10.e17	0
DrugDDI.d466.s10.e16	DrugDDI.d466.s10.e18	0
DrugDDI.d466.s10.e16	DrugDDI.d466.s10.e19	0
DrugDDI.d466.s10.e16	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s10.e17	DrugDDI.d466.s10.e18	0
DrugDDI.d466.s10.e17	DrugDDI.d466.s10.e19	0
DrugDDI.d466.s10.e17	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s10.e18	DrugDDI.d466.s10.e19	0
DrugDDI.d466.s10.e18	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s10.e19	DrugDDI.d466.s10.e20	0
DrugDDI.d466.s12.e0	DrugDDI.d466.s12.e1	1
DrugDDI.d466.s12.e0	DrugDDI.d466.s12.e2	0
DrugDDI.d466.s12.e0	DrugDDI.d466.s12.e3	0
DrugDDI.d466.s12.e1	DrugDDI.d466.s12.e2	0
DrugDDI.d466.s12.e1	DrugDDI.d466.s12.e3	0
DrugDDI.d466.s12.e2	DrugDDI.d466.s12.e3	0
DrugDDI.d466.s14.e0	DrugDDI.d466.s14.e1	1
DrugDDI.d466.s14.e0	DrugDDI.d466.s14.e2	0
DrugDDI.d466.s14.e0	DrugDDI.d466.s14.e3	0
DrugDDI.d466.s14.e1	DrugDDI.d466.s14.e2	0
DrugDDI.d466.s14.e1	DrugDDI.d466.s14.e3	0
DrugDDI.d466.s14.e2	DrugDDI.d466.s14.e3	0
DrugDDI.d466.s15.e0	DrugDDI.d466.s15.e1	0
DrugDDI.d466.s15.e0	DrugDDI.d466.s15.e2	0
DrugDDI.d466.s15.e0	DrugDDI.d466.s15.e3	0
DrugDDI.d466.s15.e1	DrugDDI.d466.s15.e2	0
DrugDDI.d466.s15.e1	DrugDDI.d466.s15.e3	0
DrugDDI.d466.s15.e2	DrugDDI.d466.s15.e3	0
DrugDDI.d466.s17.e0	DrugDDI.d466.s17.e1	1
DrugDDI.d466.s19.e0	DrugDDI.d466.s19.e1	0
DrugDDI.d466.s19.e0	DrugDDI.d466.s19.e2	0
