z,Precipitant Type,Precipitant,Precipitant Annotator,Precipitant Span Start,Precipitant SpanEnd,Object Type,Object,Object Annotator,Metabolite,Object Span Start,Object Span End,Modality,Interaction Phrase Type,Interaction Phrase,Interaction Phrase Annotator,Interaction Phrase Span Start,Interaction Phrase Span End
package-insert-section-5.txt,Active ingredient,Venlafaxine ,consensus set annotator team,7861,7872,Active ingredient,caffeine ,consensus set annotator team,,8033,8041,Negative,Qualitative,"CYP1A2

Venlafaxine did not inhibit CYP1A2 in vitro.",consensus set annotator team,7999,8029
package-insert-section-5.txt,Active ingredient,Venlafaxine ,consensus set annotator team,8073,8084,Active ingredient,tolbutamide ,consensus set annotator team,,8231,8242,Negative,Quantitative,"CYP2C9
 
Venlafaxine did not inhibit CYP2C9 in vitro.",consensus set annotator team,8169,8203
package-insert-section-5.txt,Active ingredient,Venlafaxine ,consensus set annotator team,8312,8323,Active ingredient,diazepam ,consensus set annotator team,,8358,8366,Negative,Qualitative,"CYP2C19

Venlafaxine did not inhibit the metabolism of diazepam, which is partially metabolized by CYP2C19 (see Diazepam above).",consensus set annotator team,8324,8354
package-insert-section-5.txt,Active ingredient,venlafaxine ,consensus set annotator team,11366,11377,Active ingredient,clozapine ,consensus set annotator team,,11247,11256,Positive,Qualitative,"There have been reports of increases in prothrombin time, partial thromboplastin time, or INR when venlafaxine was given to patients receiving warfarin therapy.",consensus set annotator team,11227,11263
package-insert-section-50.txt,Active ingredient,paroxetine ,consensus set annotator team,39,49,Active ingredient,procyclidine ,consensus set annotator team,,126,138,Positive,Quantitative,"Daily oral dosing of immediate-release paroxetine (30 mg once daily) increased steady-state AUC0-24, Cmax, and Cmin values of procyclidine (5 mg oral once daily) by 35%, 37%, and 67%, respectively, compared to procyclidine alone at steady state.",consensus set annotator team,69,182
package-insert-section-51.txt,Active ingredient,fosamprenavir/ritonavir ,consensus set annotator team,21,44,Active ingredient,paroxetine ,consensus set annotator team,,50,60,Positive,Qualitative,Co-administration of fosamprenavir/ritonavir with paroxetine significantly decreased plasma levels of paroxetine.,consensus set annotator team,61,98
package-insert-section-53.txt,Active ingredient,ketoconazole ,consensus set annotator team,93,105,Active ingredient,quinidine ,consensus set annotator team,,66,75,Positive,Qualitative,"Perhaps because of competition for the P450 3A4metabolic pathway, quinidine levels rise when ketoconazole is coadministered.",consensus set annotator team,66,123
package-insert-section-54.txt,Active ingredient,Diltiazem ,consensus set annotator team,0,9,Active ingredient,quinidine ,consensus set annotator team,,74,83,Positive,Qualitative,"Diltiazem significantly decreases the clearance and increases the t1/2 of quinidine, but quinidine does not alter the kinetics of diltiazem.",consensus set annotator team,24,83
package-insert-section-54.txt,Active ingredient,quinidine ,consensus set annotator team,89,98,Active ingredient,diltiazem ,consensus set annotator team,,130,139,Negative,Qualitative,"Diltiazem significantly decreases the clearance and increases the t1/2 of quinidine, but quinidine does not alter the kinetics of diltiazem.",consensus set annotator team,99,126
package-insert-section-56.txt,Active ingredient,Zonisamide ,consensus set annotator team,0,10,Active ingredient,phenytoin ,consensus set annotator team,,82,91,Negative,Qualitative,"Zonisamide had no appreciable effect on the steady-state plasma concentrations of phenytoin, carbamazepine, or valproate during clinical trials.",consensus set annotator team,15,78
package-insert-section-56.txt,Active ingredient,Zonisamide ,consensus set annotator team,0,10,Active ingredient,carbamazepine ,consensus set annotator team,,93,106,Negative,Qualitative,"Zonisamide had no appreciable effect on the steady-state plasma concentrations of phenytoin, carbamazepine, or valproate during clinical trials.",consensus set annotator team,15,78
package-insert-section-56.txt,Active ingredient,Zonisamide ,consensus set annotator team,0,10,Active ingredient,valproate ,consensus set annotator team,,111,120,Negative,Qualitative,"Zonisamide had no appreciable effect on the steady-state plasma concentrations of phenytoin, carbamazepine, or valproate during clinical trials.",consensus set annotator team,15,78
package-insert-section-57.txt,Active ingredient,cimetidine ,consensus set annotator team,71,81,Active ingredient,Zonisamide ,consensus set annotator team,,0,10,Negative,Qualitative,Zonisamide single dose pharmacokinetic parameters were not affected by cimetidine (300 mg four times a day for 12 days).,consensus set annotator team,23,67
package-insert-section-59.txt,Active ingredient,carbamazepine ,consensus set annotator team,20,33,Active ingredient,nefazodone ,consensus set annotator team,,39,49,Positive,Qualitative,Coadministration of carbamazepine with nefazodone results in insufficient plasma concentrations of nefazodone and its active metabolite to achieve a therapeutic effect.,consensus set annotator team,50,95
package-insert-section-63.txt,Active ingredient,cimetidine ,consensus set annotator team,100,110,Active ingredient,nisoldipine ,consensus set annotator team,,40,51,Positive,Quantitative,A 30 to 45% increase in AUC and Cmax of nisoldipine was observed with concomitant administration of cimetidine 400 mg twice daily.,consensus set annotator team,0,64
package-insert-section-63.txt,Active ingredient,Ranitidine ,consensus set annotator team,131,141,Active ingredient,nisoldipine ,consensus set annotator team,,197,208,Negative,Quantitative,Ranitidine 150 mg twice daily did not interact significantly with nisoldipine (AUC was decreased by 15-20%).,consensus set annotator team,161,238
package-insert-section-63.txt,Active ingredient,phenytoin ,consensus set annotator team,465,474,Active ingredient,nisoldipine ,consensus set annotator team,,564,575,Positive,Qualitative,Coadministration of phenytoin with a dose bioequivalent to 34 mg Nisoldipine tablets in epileptic patients lowered the nisoldipine plasma concentrations to undetectable levels.,consensus set annotator team,552,620
package-insert-section-63.txt,Active ingredient,phenytoin ,consensus set annotator team,465,474,Active ingredient,Nisoldipine ,consensus set annotator team,,510,521,Positive,Qualitative,Coadministration of phenytoin with a dose bioequivalent to 34 mg Nisoldipine tablets in epileptic patients lowered the nisoldipine plasma concentrations to undetectable levels.,consensus set annotator team,552,620
package-insert-section-63.txt,Active ingredient,nisoldipine ,consensus set annotator team,787,798,Active ingredient,atenolol ,consensus set annotator team,,818,826,Negative,Qualitative,"Pharmacokinetic interactions between nisoldipine and beta-blockers (atenolol, propranolol) were variable and not significant.",consensus set annotator team,750,874
package-insert-section-63.txt,Active ingredient,nisoldipine ,consensus set annotator team,787,798,Active ingredient,propranolol ,consensus set annotator team,,828,839,Negative,Qualitative,"Pharmacokinetic interactions between nisoldipine and beta-blockers (atenolol, propranolol) were variable and not significant.",consensus set annotator team,750,874
package-insert-section-63.txt,Active ingredient,atenolol ,consensus set annotator team,818,826,Active ingredient,nisoldipine ,consensus set annotator team,,787,798,Negative,Qualitative,"Pharmacokinetic interactions between nisoldipine and beta-blockers (atenolol, propranolol) were variable and not significant.",consensus set annotator team,750,874
package-insert-section-63.txt,Active ingredient,propranolol ,consensus set annotator team,828,839,Active ingredient,nisoldipine ,consensus set annotator team,,787,798,Negative,Qualitative,"Pharmacokinetic interactions between nisoldipine and beta-blockers (atenolol, propranolol) were variable and not significant.",consensus set annotator team,750,874
package-insert-section-63.txt,Active ingredient,Quinidine ,consensus set annotator team,1123,1132,Active ingredient,nisoldipine ,consensus set annotator team,,1186,1197,Positive,Quantitative,"Quinidine at 648 mg bid decreased the bioavailability (AUC) of nisoldipine by 26%, but not the peak concentration.",consensus set annotator team,1147,1236
package-insert-section-63.txt,Active ingredient,nisoldipine ,consensus set annotator team,1256,1267,Active ingredient,quinidine ,consensus set annotator team,,1285,1294,Positive,Quantitative,Immediate release nisoldipine increased plasma quinidine concentrations by about 20%.,consensus set annotator team,1268,1322
package-insert-section-65.txt,Active ingredient,nefazodone ,consensus set annotator team,69,79,Active ingredient,triazolam ,consensus set annotator team,,110,119,Positive,Quantitative,"When a single oral 0.25 mg dose of triazolam was coadministered with nefazodone (200 mg BID) at steady state, triazolam half-life and AUC increased 4-fold and peak concentrations increased 1.7-fold.",consensus set annotator team,120,197
package-insert-section-65.txt,Active ingredient,triazolam ,consensus set annotator team,251,260,Active ingredient,Nefazodone ,consensus set annotator team,,199,209,Negative,Qualitative,Nefazodone plasma concentrations were unaffected by triazolam.,consensus set annotator team,210,247
package-insert-section-66.txt,Active ingredient,nefazodone ,consensus set annotator team,31,41,Active ingredient,alprazolam ,consensus set annotator team,,5,15,Positive,Quantitative,"When alprazolam (1 mg BID) and nefazodone (200 mg BID) were coadministered, steady-state peak concentrations, AUC and half-life values for alprazolam increased by approximately 2-fold.",consensus set annotator team,89,183
package-insert-section-66.txt,Active ingredient,alprazolam ,consensus set annotator team,237,247,Active ingredient,Nefazodone ,consensus set annotator team,,185,195,Negative,Qualitative,Nefazodone plasma concentrations were unaffected by alprazolam.,consensus set annotator team,196,233
package-insert-section-68.txt,Active ingredient,rifampin ,consensus set annotator team,18,26,Active ingredient,bisoprolol ,consensus set annotator team,,64,74,Positive,Qualitative,Concurrent use of rifampin increases the metabolic clearance of bisoprolol fumarate shortening its elimination half-life.,consensus set annotator team,27,120
package-insert-section-68.txt,Active ingredient,cimetidine ,consensus set annotator team,326,336,Active ingredient,bisoprolol ,consensus set annotator team,,64,74,Negative,Qualitative,"Pharmacokinetic studies document no clinically relevant interactions with other agents given concomitantly, including thiazide diuretics and cimetidine.",consensus set annotator team,218,253
package-insert-section-7.txt,Active ingredient,Amitriptyline ,consensus set annotator team,534,547,Metabolite,9-hydroxyrisperidone ,consensus set annotator team,risperidone ,618,638,Negative,Qualitative,"7.4 Amitriptyline

Amitriptyline did not affect the pharmacokinetics of risperidone or risperidone and 9-hydroxyrisperidone combined.",consensus set annotator team,548,583
package-insert-section-7.txt,Active ingredient,Amitriptyline ,consensus set annotator team,534,547,Active ingredient,risperidone ,consensus set annotator team,,587,598,Negative,Qualitative,"7.4 Amitriptyline

Amitriptyline did not affect the pharmacokinetics of risperidone or risperidone and 9-hydroxyrisperidone combined.",consensus set annotator team,548,583
package-insert-section-7.txt,Active ingredient,Cimetidine ,consensus set annotator team,681,691,Active ingredient,risperidone ,consensus set annotator team,,740,751,Positive,Quantitative,"7.5 Cimetidine and Ranitidine

Cimetidine and ranitidine increased the bioavailability of risperidone by 64% and 26%, respectively.",consensus set annotator team,707,765
package-insert-section-7.txt,Active ingredient,ranitidine ,consensus set annotator team,696,706,Active ingredient,risperidone ,consensus set annotator team,,740,751,Positive,Quantitative,"7.5 Cimetidine and Ranitidine

Cimetidine and ranitidine increased the bioavailability of risperidone by 64% and 26%, respectively.",consensus set annotator team,707,765
package-insert-section-7.txt,Active ingredient,ranitidine ,consensus set annotator team,883,893,Active ingredient,risperidone ,consensus set annotator team,,915,926,Positive,Quantitative,"However, cimetidine did not affect the AUC of risperidone and 9-hydroxyrisperidone combined, whereas ranitidine increased the AUC of risperidone and 9-hydroxyrisperidone combined by 20%.",consensus set annotator team,894,967
package-insert-section-7.txt,Active ingredient,clozapine ,consensus set annotator team,1011,1020,Active ingredient,risperidone ,consensus set annotator team,,1026,1037,Positive,Qualitative,"7.6 Clozapine

Chronic administration of clozapine with risperidone may decrease the clearance of risperidone.",consensus set annotator team,1038,1064
package-insert-section-7.txt,Active ingredient,risperidone ,consensus set annotator team,1118,1129,Active ingredient,lithium ,consensus set annotator team,,1223,1230,Negative,Qualitative,"7.7 Lithium

Repeated oral doses of risperidone (3 mg twice daily) did not affect the exposure (AUC) or peak plasma concentrations (Cmax) of lithium (N=13).",consensus set annotator team,1149,1218
package-insert-section-7.txt,Active ingredient,risperidone ,consensus set annotator team,1278,1289,Active ingredient,valproate ,consensus set annotator team,,1391,1400,Negative,Qualitative,"7.8 Valproate

Repeated oral doses of risperidone (4 mg once daily) did not affect the pre-dose or average plasma concentrations and exposure (AUC) of valproate (1000 mg/day in three divided doses) compared to placebo (N=21).",consensus set annotator team,1308,1386
package-insert-section-7.txt,Active ingredient,risperidone ,consensus set annotator team,1582,1593,Active ingredient,valproate ,consensus set annotator team,,1503,1512,Positive,Quantitative,"However, there was a 20% increase in valproate peak plasma concentration (Cmax) after concomitant administration of risperidone.",consensus set annotator team,1475,1544
package-insert-section-7.txt,Active ingredient,Risperidone ,consensus set annotator team,1609,1620,Active ingredient,digoxin ,consensus set annotator team,,1712,1719,Negative,Qualitative,"7.9 Digoxin

Risperidone (0.25 mg twice daily) did not show a clinically relevant effect on the pharmacokinetics of digoxin.",consensus set annotator team,1643,1708
package-insert-section-7.txt,Active ingredient,Fluoxetine ,consensus set annotator team,2619,2629,Active ingredient,risperidone ,consensus set annotator team,,2739,2750,Positive,Quantitative,"Fluoxetine and Paroxetine: Fluoxetine (20 mg once daily) and paroxetine (20 mg once daily) have been shown to increase the plasma concentration of risperidone 2.5 to 2.8 fold and 3 to 9 fold, respectively.",consensus set annotator team,2702,2782
package-insert-section-7.txt,Active ingredient,paroxetine ,consensus set annotator team,2653,2663,Active ingredient,risperidone ,consensus set annotator team,,2739,2750,Positive,Quantitative,"Fluoxetine and Paroxetine: Fluoxetine (20 mg once daily) and paroxetine (20 mg once daily) have been shown to increase the plasma concentration of risperidone 2.5 to 2.8 fold and 3 to 9 fold, respectively.",consensus set annotator team,2702,2782
package-insert-section-7.txt,Active ingredient,Fluoxetine ,consensus set annotator team,2798,2808,Metabolite,9-hydroxyrisperidone ,consensus set annotator team,risperidone ,2852,2872,Negative,Qualitative,Fluoxetine did not affect the plasma concentration of 9-hydroxyrisperidone.,consensus set annotator team,2809,2848
package-insert-section-7.txt,Active ingredient,Paroxetine ,consensus set annotator team,2874,2884,Metabolite,9-hydroxyrisperidone ,consensus set annotator team,risperidone ,2914,2934,Positive,Quantitative,Paroxetine lowered the concentration of 9-hydroxyrisperidone by about 10%.,consensus set annotator team,2885,2947
package-insert-section-7.txt,Active ingredient,risperidone ,consensus set annotator team,3315,3326,Active ingredient,erythromycin ,consensus set annotator team,,3331,3343,Negative,Qualitative,Erythromycin:There were no significant interactions between risperidone and erythromycin.,consensus set annotator team,3268,3306
package-insert-section-7.txt,Active ingredient,Carbamazepine ,consensus set annotator team,3392,3405,Metabolite,9-hydroxyrisperidone ,consensus set annotator team,risperidone ,3492,3512,Positive,Quantitative,"7.11 Carbamazepine and Other Enzyme Inducers

Carbamazepine co-administration decreased the steady-state plasma concentrations of risperidone and 9-hydroxyrisperidone by about 50%.",consensus set annotator team,3424,3525
package-insert-section-7.txt,Active ingredient,Carbamazepine ,consensus set annotator team,3392,3405,Active ingredient,risperidone ,consensus set annotator team,,3476,3487,Positive,Quantitative,"7.11 Carbamazepine and Other Enzyme Inducers

Carbamazepine co-administration decreased the steady-state plasma concentrations of risperidone and 9-hydroxyrisperidone by about 50%.",consensus set annotator team,3424,3525
package-insert-section-7.txt,Active ingredient,risperidone ,consensus set annotator team,3476,3487,Active ingredient,carbamazepine ,consensus set annotator team,,3552,3565,Negative,Quantitative,"7.11 Carbamazepine and Other Enzyme Inducers

Carbamazepine co-administration decreased the steady-state plasma concentrations of risperidone and 9-hydroxyrisperidone by about 50%.",consensus set annotator team,3534,3595
package-insert-section-7.txt,Active ingredient,phenytoin ,consensus set annotator team,3827,3836,Active ingredient,risperidone ,consensus set annotator team,,3872,3883,Positive,Qualitative,"Co-administration of other known enzyme inducers (e.g., phenytoin, rifampin, and phenobarbital) with risperidone may cause similar decreases in the combined plasma concentrations of risperidone and 9-hydroxyrisperidone, which could lead to decreased efficacy of risperidone treatment.",consensus set annotator team,3884,3949
package-insert-section-7.txt,Active ingredient,rifampin ,consensus set annotator team,3838,3846,Active ingredient,risperidone ,consensus set annotator team,,3872,3883,Positive,Qualitative,"Co-administration of other known enzyme inducers (e.g., phenytoin, rifampin, and phenobarbital) with risperidone may cause similar decreases in the combined plasma concentrations of risperidone and 9-hydroxyrisperidone, which could lead to decreased efficacy of risperidone treatment.",consensus set annotator team,3884,3949
package-insert-section-7.txt,Active ingredient,phenobarbital ,consensus set annotator team,3852,3865,Active ingredient,risperidone ,consensus set annotator team,,3872,3883,Positive,Qualitative,"Co-administration of other known enzyme inducers (e.g., phenytoin, rifampin, and phenobarbital) with risperidone may cause similar decreases in the combined plasma concentrations of risperidone and 9-hydroxyrisperidone, which could lead to decreased efficacy of risperidone treatment.",consensus set annotator team,3884,3949
package-insert-section-7.txt,Active ingredient,risperidone ,consensus set annotator team,4342,4353,Active ingredient,galantamine ,consensus set annotator team,,4421,4432,Negative,Qualitative,"In drug interaction studies, risperidone did not significantly affect the pharmacokinetics of donepezil and galantamine, which are metabolized by CYP 2D6.",consensus set annotator team,4354,4403
package-insert-section-7.txt,Active ingredient,risperidone ,consensus set annotator team,4342,4353,Active ingredient,galantamine ,consensus set annotator team,,4421,4432,Negative,Qualitative,"In drug interaction studies, risperidone did not significantly affect the pharmacokinetics of donepezil and galantamine, which are metabolized by CYP 2D6.",consensus set annotator team,4354,4403
package-insert-section-7.txt,Active ingredient,risperidone ,consensus set annotator team,4342,4353,Active ingredient,donepezil ,consensus set annotator team,,4407,4416,Negative,Qualitative,"In drug interaction studies, risperidone did not significantly affect the pharmacokinetics of donepezil and galantamine, which are metabolized by CYP 2D6.",consensus set annotator team,4354,4403
package-insert-section-70.txt,Active ingredient,aluminum ,consensus set annotator team,64,72,Active ingredient,sotalol ,consensus set annotator team,,18,25,Positive,Quantitative,"Administration of sotalol within 2 hours of antacids containing aluminum oxide and magnesium hydroxide should be avoided because it may result in a reduction in Cmax and AUC of 26% and 20%, respectively and consequently in a 25% reduction in the bradycardic effect at rest.",consensus set annotator team,148,188
package-insert-section-70.txt,Active ingredient,magnesium ,consensus set annotator team,83,92,Active ingredient,sotalol ,consensus set annotator team,,18,25,Positive,Quantitative,"Administration of sotalol within 2 hours of antacids containing aluminum oxide and magnesium hydroxide should be avoided because it may result in a reduction in Cmax and AUC of 26% and 20%, respectively and consequently in a 25% reduction in the bradycardic effect at rest.",consensus set annotator team,148,188
package-insert-section-72.txt,Active ingredient,voriconazole ,consensus set annotator team,1123,1135,Active ingredient,oxycodone ,consensus set annotator team,,1210,1219,Positive,Qualitative,"7.4 Agents Affecting Cytochrome P450 Enzymes

CYP3A4 Inhibitors
A published study showed that the co-administration with voriconazole, a CYP3A4 inhibitor, significantly increased the plasma concentrations of oxycodone.",consensus set annotator team,1171,1206
package-insert-section-72.txt,Active ingredient,rifampin ,consensus set annotator team,1800,1808,Active ingredient,oxycodone ,consensus set annotator team,,1877,1886,Positive,Qualitative,"[see Clinical Pharmacology (12.3)]

CYP3A4 Inducers
A published study showed that the co-administration of rifampin, a drug metabolizing enzyme inducer, significantly decreased plasma oxycodone concentrations.",consensus set annotator team,1860,1901
package-insert-section-73.txt,Active ingredient,voriconazole ,consensus set annotator team,6794,6806,Active ingredient,oxycodone ,consensus set annotator team,,6838,6847,Positive,Quantitative,"A published study showed that the co-administration of voriconazole, a CYP3A4 inhibitor, increased oxycodone AUC and Cmax by 3.6 and 1.7 fold, respectively.",consensus set annotator team,6828,6880
package-insert-section-73.txt,Active ingredient,rifampin ,consensus set annotator team,6968,6976,Active ingredient,oxycodone ,consensus set annotator team,,7024,7033,Positive,Quantitative,"CYP3A4 Inducers
A published study showed that the co-administration of rifampin, a drug metabolizing enzyme inducer, decreased oxycodone AUC and Cmax values by 86% and 63%, respectively.",consensus set annotator team,7014,7068
package-insert-section-74.txt,Active ingredient,omeprazole ,consensus set annotator team,189,199,Active ingredient,iron ,consensus set annotator team,,353,357,Positive,Qualitative,"7 DRUG INTERACTIONS

Drugs for which gastric pH can affect bioavailability

Because of its profound and long lasting inhibition of gastric acid secretion, it is theoretically possible that omeprazole may interfere with absorption of drugs where gastric pH is an important determinant of their bioavailability (e.g., ketoconazole, ampicillin esters, and iron salts).",consensus set annotator team,204,229
package-insert-section-74.txt,Active ingredient,omeprazole ,consensus set annotator team,189,199,Active ingredient,ampicillin ,consensus set annotator team,,330,340,Positive,Qualitative,"7 DRUG INTERACTIONS

Drugs for which gastric pH can affect bioavailability

Because of its profound and long lasting inhibition of gastric acid secretion, it is theoretically possible that omeprazole may interfere with absorption of drugs where gastric pH is an important determinant of their bioavailability (e.g., ketoconazole, ampicillin esters, and iron salts).",consensus set annotator team,204,229
package-insert-section-74.txt,Active ingredient,omeprazole ,consensus set annotator team,189,199,Active ingredient,ketoconazole ,consensus set annotator team,,316,328,Positive,Qualitative,"7 DRUG INTERACTIONS

Drugs for which gastric pH can affect bioavailability

Because of its profound and long lasting inhibition of gastric acid secretion, it is theoretically possible that omeprazole may interfere with absorption of drugs where gastric pH is an important determinant of their bioavailability (e.g., ketoconazole, ampicillin esters, and iron salts).",consensus set annotator team,204,229
package-insert-section-74.txt,Active ingredient,Omeprazole ,consensus set annotator team,536,546,Active ingredient,diazepam ,consensus set annotator team,,578,586,Positive,Qualitative,"Drugs metabolized by cytochrome P450 (CYP)

Omeprazole can prolong the elimination of diazepam, warfarin and phenytoin, drugs that are metabolized by oxidation in the liver.",consensus set annotator team,551,574
package-insert-section-74.txt,Active ingredient,Omeprazole ,consensus set annotator team,536,546,Active ingredient,warfarin ,consensus set annotator team,,588,596,Positive,Qualitative,"Drugs metabolized by cytochrome P450 (CYP)

Omeprazole can prolong the elimination of diazepam, warfarin and phenytoin, drugs that are metabolized by oxidation in the liver.",consensus set annotator team,551,574
package-insert-section-74.txt,Active ingredient,Omeprazole ,consensus set annotator team,536,546,Active ingredient,phenytoin ,consensus set annotator team,,601,610,Positive,Qualitative,"Drugs metabolized by cytochrome P450 (CYP)

Omeprazole can prolong the elimination of diazepam, warfarin and phenytoin, drugs that are metabolized by oxidation in the liver.",consensus set annotator team,551,574
package-insert-section-74.txt,Active ingredient,omeprazole ,consensus set annotator team,1408,1418,Active ingredient,theophylline ,consensus set annotator team,,1083,1095,Negative,Qualitative,Patients should be monitored to determine if it is necessary to adjust the dosage of these drugs when taken concomitantly with omeprazole delayed-release capsules USP.,consensus set annotator team,1063,1077
package-insert-section-74.txt,Active ingredient,omeprazole ,consensus set annotator team,1408,1418,Active ingredient,propranolol ,consensus set annotator team,,1099,1110,Negative,Qualitative,Patients should be monitored to determine if it is necessary to adjust the dosage of these drugs when taken concomitantly with omeprazole delayed-release capsules USP.,consensus set annotator team,1063,1077
package-insert-section-74.txt,Active ingredient,omeprazole ,consensus set annotator team,1408,1418,Active ingredient,cyclosporine ,consensus set annotator team,,1237,1249,Positive,Qualitative,Patients should be monitored to determine if it is necessary to adjust the dosage of these drugs when taken concomitantly with omeprazole delayed-release capsules USP.,consensus set annotator team,1147,1229
package-insert-section-74.txt,Active ingredient,omeprazole ,consensus set annotator team,1408,1418,Active ingredient,disulfiram ,consensus set annotator team,,1251,1261,Positive,Qualitative,Patients should be monitored to determine if it is necessary to adjust the dosage of these drugs when taken concomitantly with omeprazole delayed-release capsules USP.,consensus set annotator team,1147,1229
package-insert-section-74.txt,Active ingredient,voriconazole ,consensus set annotator team,1495,1507,Active ingredient,omeprazole ,consensus set annotator team,,1480,1490,Positive,Quantitative,Concomitant administration of omeprazole and voriconazole (a combined inhibitor of CYP2C19 and CYP3A4) resulted in more than doubling of the omeprazole exposure.,consensus set annotator team,1562,1610
package-insert-section-74.txt,Active ingredient,voriconazole ,consensus set annotator team,1809,1821,Active ingredient,omeprazole ,consensus set annotator team,,1881,1891,Positive,Quantitative,"When voriconazole (400 mg Q12h x 1 day, then 200 mg x 6 days) was given with omeprazole (40 mg once daily x 7 days) to healthy subjects, it significantly increased the steady-state Cmax and AUC0-24 of omeprazole, an average of 2 times (90% CI: 1.8, 2.6) and 4 times (90% CI: 3.3, 4.4) respectively as compared to when omeprazole was given without voriconazole.",consensus set annotator team,1958,2087
package-insert-section-74.txt,Active ingredient,omeprazole ,consensus set annotator team,2122,2132,Active ingredient,atazanavir ,consensus set annotator team,,2364,2374,Positive,Qualitative,"When voriconazole (400 mg Q12h x 1 day, then 200 mg x 6 days) was given with omeprazole (40 mg once daily x 7 days) to healthy subjects, it significantly increased the steady-state Cmax and AUC0-24 of omeprazole, an average of 2 times (90% CI: 1.8, 2.6) and 4 times (90% CI: 3.3, 4.4) respectively as compared to when omeprazole was given without voriconazole.",consensus set annotator team,2341,2396
package-insert-section-74.txt,Active ingredient,omeprazole ,consensus set annotator team,2896,2906,Active ingredient,nelfinavir ,consensus set annotator team,,2817,2827,Positive,Qualitative,"For some antiretroviral drugs, such as atazanavir and nelfinavir, decreased serum levels have been reported when given together with omeprazole.",consensus set annotator team,2829,2870
package-insert-section-74.txt,Active ingredient,omeprazole ,consensus set annotator team,2896,2906,Active ingredient,atazanavir ,consensus set annotator team,,2802,2812,Positive,Qualitative,"For some antiretroviral drugs, such as atazanavir and nelfinavir, decreased serum levels have been reported when given together with omeprazole.",consensus set annotator team,2829,2870
package-insert-section-74.txt,Active ingredient,omeprazole ,consensus set annotator team,2966,2976,Metabolite,M8 ,consensus set annotator team,nelfinavir ,3100,3102,Positive,Quantitative,"Following multiple doses of nelfinavir (1250 mg, bid) and omeprazole (40 mg, qd), AUC was decreased by 36% and 92%, Cmax by 37% and 89% and Cmin by 39% and 75% respectively for nelfinavir and M8.",consensus set annotator team,2990,3067
package-insert-section-74.txt,Active ingredient,omeprazole ,consensus set annotator team,2966,2976,Active ingredient,nelfinavir ,consensus set annotator team,,2936,2946,Positive,Quantitative,"Following multiple doses of nelfinavir (1250 mg, bid) and omeprazole (40 mg, qd), AUC was decreased by 36% and 92%, Cmax by 37% and 89% and Cmin by 39% and 75% respectively for nelfinavir and M8.",consensus set annotator team,2990,3067
package-insert-section-74.txt,Active ingredient,omeprazole ,consensus set annotator team,3160,3170,Active ingredient,atazanavir ,consensus set annotator team,,3132,3142,Positive,Quantitative,"Following multiple doses of atazanavir (400 mg, qd) and omeprazole (40 mg, qd, 2 hr before atazanavir), AUC was decreased by 94%, Cmax by 96%, and Cmin by 95%.",consensus set annotator team,3208,3262
package-insert-section-74.txt,Active ingredient,omeprazole ,consensus set annotator team,3626,3636,Active ingredient,saquinavir ,consensus set annotator team,,3421,3431,Positive,Quantitative,"For other antiretroviral drugs, such as saquinavir, elevated serum levels have been reported with an increase in AUC by 82%, in Cmax by 75% and in Cmin by 106% following multiple dosing of saquinavir/ritonavir (1000/100 mg) bid for 15 days with omeprazole 40 mg qd co-administered days 11 to 15.",consensus set annotator team,3482,3540
package-insert-section-74.txt,Active ingredient,omeprazole ,consensus set annotator team,3626,3636,Active ingredient,saquinavir ,consensus set annotator team,,3570,3580,Positive,Quantitative,"For other antiretroviral drugs, such as saquinavir, elevated serum levels have been reported with an increase in AUC by 82%, in Cmax by 75% and in Cmin by 106% following multiple dosing of saquinavir/ritonavir (1000/100 mg) bid for 15 days with omeprazole 40 mg qd co-administered days 11 to 15.",consensus set annotator team,3433,3540
package-insert-section-74.txt,Active ingredient,omeprazole ,consensus set annotator team,3626,3636,Active ingredient,ritonavir ,consensus set annotator team,,3581,3590,Positive,Quantitative,"For other antiretroviral drugs, such as saquinavir, elevated serum levels have been reported with an increase in AUC by 82%, in Cmax by 75% and in Cmin by 106% following multiple dosing of saquinavir/ritonavir (1000/100 mg) bid for 15 days with omeprazole 40 mg qd co-administered days 11 to 15.",consensus set annotator team,3433,3540
package-insert-section-74.txt,Active ingredient,omeprazole ,consensus set annotator team,3943,3953,Active ingredient,tacrolimus ,consensus set annotator team,,3958,3968,Positive,Qualitative,"Tacrolimus

Concomitant administration of omeprazole and tacrolimus may increase the serum levels of tacrolimus. ",consensus set annotator team,3969,3998
package-insert-section-75.txt,Active ingredient,clarithromycin ,consensus set annotator team,7604,7618,Active ingredient,omeprazole ,consensus set annotator team,,7714,7724,Positive,Quantitative,"Combination Therapy with Antimicrobials

Omeprazole 40 mg daily was given in combination with clarithromycin 500 mg every 8 hours to healthy adult male subjects.",consensus set annotator team,7730,7793
package-insert-section-75.txt,Active ingredient,omeprazole ,consensus set annotator team,8230,8240,Metabolite,14-hydroxy-clarithromycin ,consensus set annotator team,clarithromycin ,8152,8177,Positive,Qualitative,"For clarithromycin, the mean Cmax was 10% greater, the mean Cmin was 27% greater, and the mean AUC0-8 was 15% greater when clarithromycin was administered with omeprazole than when clarithromycin was administered alone.",consensus set annotator team,8112,8192
